step,price,value,order_ftrader_sum,order_ttrader_sum,order_mtrader_sum,order_ntrader_sum,order_all_sum,order_ftrader_mean,order_ttrader_mean,order_mtrader_mean,order_ntrader_mean,order_all_mean,order_ftrader_median,order_ttrader_median,order_mtrader_median,order_ntrader_median,order_all_median,order_ftrader_std,order_ttrader_std,order_mtrader_std,order_ntrader_std,order_all_std,position_ftrader_sum,position_ttrader_sum,position_mtrader_sum,position_ntrader_sum,position_all_sum,position_ftrader_mean,position_ttrader_mean,position_mtrader_mean,position_ntrader_mean,position_all_mean,position_ftrader_median,position_ttrader_median,position_mtrader_median,position_ntrader_median,position_all_median,position_ftrader_std,position_ttrader_std,position_mtrader_std,position_ntrader_std,position_all_std,wealth_ftrader_sum,wealth_ttrader_sum,wealth_mtrader_sum,wealth_ntrader_sum,wealth_all_sum,wealth_ftrader_mean,wealth_ttrader_mean,wealth_mtrader_mean,wealth_ntrader_mean,wealth_all_mean,wealth_ftrader_median,wealth_ttrader_median,wealth_mtrader_median,wealth_ntrader_median,wealth_all_median,wealth_ftrader_std,wealth_ttrader_std,wealth_mtrader_std,wealth_ntrader_std,wealth_all_std,cash_ftrader_sum,cash_ttrader_sum,cash_mtrader_sum,cash_ntrader_sum,cash_all_sum,cash_ftrader_mean,cash_ttrader_mean,cash_mtrader_mean,cash_ntrader_mean,cash_all_mean,cash_ftrader_median,cash_ttrader_median,cash_mtrader_median,cash_ntrader_median,cash_all_median,cash_ftrader_std,cash_ttrader_std,cash_mtrader_std,cash_ntrader_std,cash_all_std,portfolio_ftrader_sum,portfolio_ttrader_sum,portfolio_mtrader_sum,portfolio_ntrader_sum,portfolio_all_sum,portfolio_ftrader_mean,portfolio_ttrader_mean,portfolio_mtrader_mean,portfolio_ntrader_mean,portfolio_all_mean,portfolio_ftrader_median,portfolio_ttrader_median,portfolio_mtrader_median,portfolio_ntrader_median,portfolio_all_median,portfolio_ftrader_std,portfolio_ttrader_std,portfolio_mtrader_std,portfolio_ntrader_std,portfolio_all_std
1,100.0,99.97586929414383,273.79726888168335,0.0,0.0,62.55582905502867,336.3530979367117,-0.1220242792745556,0.0,0.0,0.08342547053105058,-0.009649702185876255,0.0,0.0,0.0,0.0,0.0,0.04032505532766359,0.0,0.0,0.009213631367086672,0.00515432089633948,273.79726888168335,0.0,0.0,62.55582905502867,336.3530979367117,0.1220242792745556,0.0,0.0,0.08342547053105058,0.051362437451401545,0.0,0.0,0.0,0.0,0.0,0.04032505532766359,0.0,0.0,0.009213631367086672,0.0051527738056543,268971.26457269286,246537.66643508774,293039.54376322986,260012.31555645514,1068560.7903274659,2689.712645726929,2465.3766643508775,2930.3954376323,2600.1231555645513,2671.4019758186646,1925.8680306762437,1540.4457342112769,1864.588564633706,1611.8455891577737,1752.9044393900358,27.320501341141433,22.17392657323442,36.01469069152587,26.25032235271091,7.083773994752423,267751.02177994733,246537.66643508774,293039.54376322986,259178.0608511446,1066506.2928294097,2677.5102177994736,2465.3766643508775,2930.3954376323,2591.780608511446,2666.2657320735243,1848.4267132867167,1540.4457342112769,1864.588564633706,1628.2471577569117,1727.9163412507246,27.10452011740676,22.17392657323442,36.01469069152587,26.1667969167912,7.0661879371096,1220.2427927455553,0.0,0.0,834.254705310506,2054.497498056061,12.202427927455556,0.0,0.0,8.342547053105058,5.1362437451401535,0.0,0.0,0.0,0.0,0.0,4.032505532766359,0.0,0.0,0.921363136708667,0.5152773805654299
2,99.71777698954885,99.89962939492828,273.79726888168335,0.0,0.0,55.36638143851174,329.16365032019513,0.1220242792745556,0.0,0.0,-0.07494751413204725,0.011769191285627085,0.0,0.0,0.0,0.0,0.0,0.04032505532766359,0.0,0.0,0.008459658455270268,0.00513400387202806,279.1097262218241,0.0,0.0,89.8746091316708,368.9843353534949,0.3358443349902484,0.0,0.0,0.008477956399003313,0.08608057284731292,0.0,0.0,0.0,0.0,0.0,0.04061671081653567,0.0,0.0,0.01216822211459648,0.005292401546491224,269883.1878431223,246537.66643508774,293039.54376322986,260009.96109771103,1069470.3591391512,2698.8318784312237,2465.3766643508775,2930.3954376323,2600.09961097711,2673.675897847878,1891.7229585373652,1540.4457342112769,1864.588564633706,1611.9857602209968,1741.4082783949266,27.064373506042717,22.17392657323442,36.01469069152587,26.250041492932315,7.068538739511525,266534.2227931462,246537.66643508774,293039.54376322986,259925.4208011587,1066036.853792623,2665.3422279314627,2465.3766643508775,2930.3954376323,2599.254208011587,2665.0921344815565,1668.105377506965,1540.4457342112769,1864.588564633706,1662.5519265834653,1682.3271789218497,27.483050345948637,22.17392657323442,36.01469069152587,26.29368585827855,7.09597145686139,3348.9650499760924,0.0,0.0,84.54029655229282,3433.505346528384,33.48965049976093,0.0,0.0,0.8454029655229315,8.583763366320964,0.0,0.0,0.0,0.0,0.0,4.050208111252301,0.0,0.0,1.2133880591826283,0.5277465171521554
3,99.43833871318613,99.70950688109167,21.38200557156928,0.0,0.0,52.03064647599587,73.41265204756515,0.2138200557156928,0.0,0.0,0.19761479482759078,0.10285871263582089,0.20598311123559654,0.0,0.0,0.0,0.0,0.006662615513539833,0.0,0.0,0.00803378165151094,0.0013250518302414358,287.12212766425995,0.0,0.0,113.40252333854582,400.5246510028059,0.3809394892512431,0.0,0.0,0.2060927512265941,0.1467580601194593,0.0,0.0,0.0,0.0,0.0,0.0410255227292315,0.0,0.0,0.014389847230267932,0.005428683431715623,268196.03067689267,246537.66643508774,293039.54376322986,260009.72419115866,1067782.965066369,2681.960306768927,2465.3766643508775,2930.3954376323,2600.0972419115865,2669.4574126659227,1798.2418955660248,1540.4457342112769,1864.588564633706,1612.2755406745496,1728.877119941459,27.118749658516304,22.17392657323442,36.01469069152587,26.250085531658,7.071702085437665,264408.0316807533,246537.66643508774,293039.54376322986,257960.3721108784,1061945.6139899495,2644.0803168075336,2465.3766643508775,2930.3954376323,2579.603721108784,2654.864034974874,1653.7119514042515,1540.4457342112769,1864.588564633706,1613.2222271563169,1670.011921036008,27.53469946013938,22.17392657323442,36.01469069152587,26.2675355155054,7.097905065254264,3787.998996139325,0.0,0.0,2049.3520802802477,5837.351076419572,37.879989961393235,0.0,0.0,20.49352080280247,14.593377691048927,0.0,0.0,0.0,0.0,0.0,4.0795098250348385,0.0,0.0,1.430902502914386,0.5398192618495997
4,100.20378931746772,99.78257354626409,10.51324279316735,0.0,0.0,54.091670411378274,64.60491320454561,0.04509515426099469,0.0,0.0,-0.08867982223465895,-0.010896166993416063,0.0,0.0,0.0,0.0,0.0,0.005348286855165382,0.0,0.0,0.008085929649726865,0.001213365703137482,301.8155728932953,0.0,0.0,121.7216413288812,423.5372142221767,-0.14450276588935368,0.0,0.0,0.11741292899193514,-0.006772459224354632,0.0,0.0,0.0,0.0,0.0,0.04153420702215269,0.0,0.0,0.015479489920237711,0.0055246460914518715,262508.1886761758,246537.66643508774,293039.54376322986,260025.49957325522,1062110.8984477485,2625.0818867617577,2465.3766643508775,2930.3954376323,2600.254995732551,2655.2772461193717,1812.8190759417425,1540.4457342112769,1864.588564633706,1612.114885534121,1721.6160066971568,27.013849781755322,22.17392657323442,36.01469069152587,26.25025368022558,7.065592216525481,263956.16114707256,246537.66643508774,293039.54376322986,258848.97753326967,1062382.3488786598,2639.561611470726,2465.3766643508775,2930.3954376323,2588.4897753326964,2655.95587219665,1649.2370624788036,1540.4457342112769,1864.588564633706,1610.758177033832,1660.4888193738243,27.532067733490017,22.17392657323442,36.01469069152587,26.326629043055135,7.101014832838472,-1447.9724708968154,0.0,0.0,1176.5220399854666,-271.45043091134903,-14.479724708968158,0.0,0.0,11.765220399854666,-0.678626077278373,0.0,0.0,0.0,0.0,0.0,4.161884929915877,0.0,0.0,1.5511035467093652,0.553590473001415
5,100.50741906073496,99.74524563313541,52.544225514059676,0.0,0.0,52.559063541885884,105.10328905594561,-0.5254422551405967,0.0,0.0,-0.027582115052054358,-0.1382560925481628,0.0,0.0,0.0,0.0,0.0,0.010064632971550174,0.0,0.0,0.008230461612345922,0.0017132559280385396,309.0653600852477,0.0,0.0,134.03639748912974,443.1017575743777,-0.2931631369808729,0.0,0.0,0.0898308139398808,-0.05083308076024801,0.0,0.0,0.0,0.14629639810431955,0.0,0.0418507837541541,0.0,0.0,0.016328657419699574,0.005605979176839506,266290.7386138664,246537.66643508774,293039.54376322986,260029.06457900375,1065897.013391188,2662.9073861386632,2465.3766643508775,2930.3954376323,2600.290645790037,2664.7425334779696,1829.7965760875445,1540.4457342112769,1864.588564633706,1612.0511587844521,1728.4644459500953,27.10484040592264,22.17392657323442,36.01469069152587,26.250161197809987,7.070854061122642,269237.24564003595,246537.66643508774,293039.54376322986,259126.1982528815,1067940.6540912353,2692.3724564003596,2465.3766643508775,2930.3954376323,2591.2619825288148,2669.851635228088,1660.1104815637916,1540.4457342112769,1864.588564633706,1608.5439731430872,1676.7179436879787,27.646719164297227,22.17392657323442,36.01469069152587,26.32851219596252,7.108018539218725,-2946.507026169624,0.0,0.0,902.8663261222509,-2043.6407000473741,-29.465070261696233,0.0,0.0,9.02866326122251,-5.109101750118431,0.0,0.0,0.0,14.703873391346956,0.0,4.206314260798965,0.0,0.0,1.6411512139809241,0.5634424983723622
6,100.26834775530718,99.61607618890484,21.570008760580592,0.0,6.361145137305651,64.84519987671197,92.77635377459823,-0.1486603710915192,0.0,0.06361145137305652,0.346837366114216,0.06544711159893833,0.0,0.0,0.0,0.1462074130282094,0.0,0.005916054870705411,0.0,0.0028690161186967623,0.008026149299992432,0.0013681874371766765,306.0430798431248,0.0,6.361145137305651,159.20817492769618,471.6123999081266,-0.28382126937110214,0.0,0.06361145137305652,0.4366681800540968,0.05411459051401279,0.0,0.0,0.0,0.6744058988300499,0.0,0.04171511431995021,0.0,0.0028690161186967623,0.018874038906860745,0.005748926420723665,267882.0096448744,246537.66643508774,293039.54376322986,260026.9169820081,1067486.1368252002,2678.820096448743,2465.3766643508775,2930.3954376323,2600.269169820081,2668.715342063,1850.270345824416,1540.4457342112769,1864.588564633706,1612.161628352907,1736.9843143157275,27.118189673551946,22.17392657323442,36.01469069152587,26.25022610578838,7.071666389491869,270727.8386186396,246537.66643508774,292401.7222504805,255648.517288874,1065315.7445930822,2707.278386186397,2465.3766643508775,2924.0172225048063,2556.4851728887397,2663.2893614827053,1718.6512982215186,1540.4457342112769,1859.8610917091942,1597.843481917088,1682.3271789218497,27.65647636947321,22.17392657323442,35.99949283673332,26.33428402178441,7.108198156920513,-2845.828973765438,0.0,637.8215127493443,4378.399693134125,2170.3922321180316,-28.458289737654383,0.0,6.378215127493442,43.783996931341264,5.4259805802950805,0.0,0.0,0.0,67.62156519212195,0.0,4.1827055892851615,0.0,0.2876715059050686,1.8924686966603108,0.5764353535727937
7,99.83039357188444,99.59541752893412,7.638158412405744,0.0,14.429112261192659,59.98325713135884,82.05052780495723,0.009341867609770703,0.0,-0.03048843669309138,0.2597317642791986,0.05964629879896948,0.0,0.0,0.0,0.0,0.0,0.0034374850260736633,0.0,0.008021785773835876,0.007924516759668196,0.0014966459530150289,311.1741496238445,0.0,14.429112261192659,179.70930876508086,505.31257065011823,-0.08228418312118166,0.0,-0.03048843669309138,0.6963999443332954,0.14590683112975558,0.0,0.0,0.0,0.7486153753812672,0.0,0.04206481222528976,0.0,0.008021785773835876,0.02045661023731389,0.005963679047579226,269813.13214804884,246537.66643508774,292401.7222504805,260007.792916386,1068760.3137500032,2698.1313214804886,2465.3766643508775,2924.0172225048063,2600.0779291638587,2671.900784375008,1850.270345824416,1540.4457342112769,1859.8610917091942,1611.8133378879902,1741.4082783949266,27.13526883625954,22.17392657323442,35.99949283673332,26.250297184055647,7.0712041528398295,270634.5783866217,246537.66643508774,292706.0895139267,253055.6048637628,1062933.9391993983,2706.345783866217,2465.3766643508775,2927.060895139269,2530.5560486376276,2657.334847998498,1713.382571697383,1540.4457342112769,1859.8610917091942,1563.8113316724662,1678.6959965672265,27.64263767275689,22.17392657323442,36.04842970112643,26.277406342364596,7.108780850575184,-821.4462385728575,0.0,-304.3672634462795,6952.188052623127,5826.374550603991,-8.214462385728577,0.0,-3.043672634462795,69.5218805262313,14.565936376509981,0.0,0.0,0.0,74.73456755827593,0.0,4.199346759978093,0.0,0.8008180309513792,2.042191451137686,0.5953564264562351
8,99.30143044424688,99.29158879933641,20.15370862499205,0.0,2.323307177462878,47.228815244654385,69.7058310471093,0.2015370862499205,0.0,-0.016521353595732508,-0.1799237094630064,0.0012730057977953996,0.0,0.0,0.0,0.0,0.0,0.004237593807904928,0.0,0.0015158923235572294,0.007463516427946314,0.0011369646233542884,307.97036960760045,0.0,2.323307177462878,175.72019869139208,486.0138754764554,-0.03327359998927349,0.0,-0.016521353595732508,0.516476234870289,0.11667032032132076,0.0,0.0,0.0,0.7234097854379219,0.0,0.042001225847767415,0.0,0.0015158923235572294,0.020616232552002404,0.0058581868159059206,268302.87468390696,246537.66643508774,292706.0895139267,259970.95592712171,1067517.586560043,2683.0287468390698,2465.3766643508775,2927.060895139269,2599.7095592712176,2668.7939664001083,1850.270345824416,1540.4457342112769,1859.8610917091942,1611.0566495403848,1743.9049960180093,27.13039921900913,22.17392657323442,36.04842970112643,26.250022216117276,7.074873861267921,268633.2862914035,246537.66643508774,292870.1489184199,254842.27303581385,1062883.3746807254,2686.3328629140346,2465.3766643508775,2928.7014891842005,2548.422730358139,2657.208436701813,1692.6635504990002,1540.4457342112769,1859.8610917091942,1579.06587392453,1682.3271789218497,27.621507804664134,22.17392657323442,36.040409438569725,26.265291348240943,7.105643394707762,-330.41160749645405,0.0,-164.05940449314394,5128.682891307854,4634.211879318256,-3.3041160749645364,0.0,-1.6405940449314396,51.286828913078516,11.585529698295636,0.0,0.0,0.0,71.83562649135135,0.0,4.170781807095179,0.0,0.150530276128686,2.047221382785085,0.5817263306290859
9,99.35300221518892,98.9930251678731,12.659424733917945,0.0,3.770918363591459,32.136868628107464,48.56721172561687,0.04901058313190816,0.0,0.03770918363591459,-0.0008898271913363931,0.021457484894121588,0.0,0.0,0.0,0.0,0.0,0.0041175398465102386,0.0,0.0028004152454641235,0.006409754993608834,0.0010123061443615057,310.6741456063826,0.0,3.770918363591459,184.74917881741447,499.1942427873888,-0.13228458486738204,0.0,0.03770918363591459,0.5155864076789526,0.1052527516118713,0.0,0.0,0.0,0.6483528697341181,0.0,0.04199965668980821,0.0,0.0028004152454641235,0.022153595284945014,0.005955154456381698,266832.06436861976,246537.66643508774,292870.1489184199,259973.61948653002,1066213.499208657,2668.320643686198,2465.3766643508775,2928.7014891842005,2599.7361948652992,2665.533748021644,1832.2747407913525,1540.4457342112769,1859.8610917091942,1611.154601416239,1728.5841626548442,27.07892844269218,22.17392657323442,36.040409438569725,26.250055765095027,7.071249865690365,268146.3514339562,246537.66643508774,292495.4968578887,254851.11373610504,1062030.6284630382,2681.463514339562,2465.3766643508775,2924.954968578889,2548.511137361051,2655.076571157595,1681.4796613254157,1540.4457342112769,1859.8610917091942,1593.253775401723,1674.4695006795785,27.59975553493163,22.17392657323442,36.05575540688657,26.422726211914327,7.114330704339566,-1314.2870653364357,0.0,374.6520605311988,5122.505750424827,4182.870745619592,-13.142870653364355,0.0,3.746520605311988,51.225057504248284,10.457176864048979,0.0,0.0,0.0,64.41580410291793,0.0,4.17279198413969,0.0,0.2782296620860459,2.2010262014195403,0.591662473896683
10,99.27298549291886,99.03123465219133,17.409462899806982,0.0,12.351995458691155,42.164261509117196,71.92571986761533,-0.09901098487810855,0.0,0.0786160227497386,-0.0012952264461232566,-0.005422547143623305,0.0,0.0,0.0,0.0,0.0,0.00425153136093267,0.0,0.00802060975070499,0.007410180835489011,0.0014677511146273781,307.2746420201494,0.0,12.351995458691155,191.49466804843624,511.1213055272769,-0.12371818635792976,0.0,0.0786160227497386,0.5142911812328294,0.11729725440615955,0.0,0.0,0.0,0.5270675578118992,0.0,0.04187085804815979,0.0,0.00802060975070499,0.02328744967533062,0.0060791832173526066,267901.07566854847,246537.66643508774,292495.4968578887,259969.49393309097,1066903.7328946155,2679.0107566854854,2465.3766643508775,2924.954968578889,2599.6949393309096,2667.25933223654,1850.270345824416,1540.4457342112769,1859.8610917091942,1610.9581946971612,1738.6421848622772,27.121906308480323,22.17392657323442,36.05575540688657,26.25012102991838,7.074821848505009,269129.2630405005,246537.66643508774,291715.05212929414,254863.9718357247,1062245.953440608,2691.2926304050065,2465.3766643508775,2917.150521292943,2548.639718357247,2655.6148836015186,1698.8591546871878,1540.4457342112769,1841.8035151847193,1571.1235933389103,1674.6791422992674,27.629543094002646,22.17392657323442,36.09644018248599,26.47966929698653,7.122209420781334,-1228.1873719521004,0.0,780.4447285945779,5105.522097366275,4657.779454008753,-12.281873719520993,0.0,7.804447285945779,51.05522097366278,11.644448635021892,0.0,0.0,0.0,52.32357002044884,0.0,4.156645083591031,0.0,0.7962298754260999,2.3118146537861746,0.6034986673450411
