step,price,value,order_ftrader_sum,order_ttrader_sum,order_mtrader_sum,order_ntrader_sum,order_all_sum,order_ftrader_mean,order_ttrader_mean,order_mtrader_mean,order_ntrader_mean,order_all_mean,order_ftrader_median,order_ttrader_median,order_mtrader_median,order_ntrader_median,order_all_median,order_ftrader_std,order_ttrader_std,order_mtrader_std,order_ntrader_std,order_all_std,position_ftrader_sum,position_ttrader_sum,position_mtrader_sum,position_ntrader_sum,position_all_sum,position_ftrader_mean,position_ttrader_mean,position_mtrader_mean,position_ntrader_mean,position_all_mean,position_ftrader_median,position_ttrader_median,position_mtrader_median,position_ntrader_median,position_all_median,position_ftrader_std,position_ttrader_std,position_mtrader_std,position_ntrader_std,position_all_std,wealth_ftrader_sum,wealth_ttrader_sum,wealth_mtrader_sum,wealth_ntrader_sum,wealth_all_sum,wealth_ftrader_mean,wealth_ttrader_mean,wealth_mtrader_mean,wealth_ntrader_mean,wealth_all_mean,wealth_ftrader_median,wealth_ttrader_median,wealth_mtrader_median,wealth_ntrader_median,wealth_all_median,wealth_ftrader_std,wealth_ttrader_std,wealth_mtrader_std,wealth_ntrader_std,wealth_all_std,cash_ftrader_sum,cash_ttrader_sum,cash_mtrader_sum,cash_ntrader_sum,cash_all_sum,cash_ftrader_mean,cash_ttrader_mean,cash_mtrader_mean,cash_ntrader_mean,cash_all_mean,cash_ftrader_median,cash_ttrader_median,cash_mtrader_median,cash_ntrader_median,cash_all_median,cash_ftrader_std,cash_ttrader_std,cash_mtrader_std,cash_ntrader_std,cash_all_std,portfolio_ftrader_sum,portfolio_ttrader_sum,portfolio_mtrader_sum,portfolio_ntrader_sum,portfolio_all_sum,portfolio_ftrader_mean,portfolio_ttrader_mean,portfolio_mtrader_mean,portfolio_ntrader_mean,portfolio_all_mean,portfolio_ftrader_median,portfolio_ttrader_median,portfolio_mtrader_median,portfolio_ntrader_median,portfolio_all_median,portfolio_ftrader_std,portfolio_ttrader_std,portfolio_mtrader_std,portfolio_ntrader_std,portfolio_all_std
1,100.0,99.79664389391948,101.930037471851,0.0,0.0,15.33062833104893,117.2606658028999,0.6148994088937549,0.0,0.0,0.21343797675006812,0.08283373856438231,0.0,0.0,0.0,0.0,0.0,0.10015056471213649,0.0,0.0,0.017270930668470633,0.003212149847071177,101.930037471851,0.0,0.0,15.33062833104893,117.2606658028999,-0.6148994088937549,0.0,0.0,0.21343797675006812,-0.04014614321436868,0.0,0.0,0.0,0.0,0.0,0.10015056471213649,0.0,0.0,0.017270930668470633,0.0032172658568820063,87214.79662294083,102551.20437773946,985295.4794552786,139114.8009250614,1314176.2813810199,2180.3699155735217,2563.7801094434853,3518.912426625993,3477.8700231265348,3285.440703452549,1500.5317882867444,1594.2757268070159,1721.2449100521105,1656.6350357558385,1675.2791984003875,66.47697592218852,74.35343864252526,29.535802445538938,81.8967036715505,17.791348694012985,89674.39425851588,102551.20437773946,985295.4794552786,138261.04901806114,1315782.1271095949,2241.859856462897,2563.7801094434853,3518.912426625993,3456.5262254515283,3289.455317773986,1606.817206245982,1594.2757268070159,1721.2449100521105,1656.6350357558385,1678.4669086759918,66.63716250290898,74.35343864252526,29.535802445538938,81.78570398742605,17.788969250036534,-2459.5976355750195,0.0,0.0,853.7519070002725,-1605.8457285747468,-61.48994088937548,0.0,0.0,21.34379767500681,-4.014614321436867,0.0,0.0,0.0,0.0,0.0,10.015056471213649,0.0,0.0,1.7270930668470634,0.3217265856882006
2,100.02008644016263,99.51382749907235,101.930037471851,0.0,0.0,14.328181519027808,116.2582189908788,-0.6148994088937549,0.0,0.0,0.031837590232056207,-0.05830618186616987,0.0,0.0,0.0,0.0,0.0,0.10015056471213649,0.0,0.0,0.016714529750319083,0.003208302605313465,102.63097626413239,0.0,0.0,21.022123467578062,123.65309973171045,-0.9101810041881464,0.0,0.0,0.24527556698212433,-0.0664905437206022,0.0,0.0,0.0,0.0,0.0,0.09991529464700512,0.0,0.0,0.020658958246967788,0.003271713579022845,88493.03063109449,102551.20437773946,985295.4794552786,139114.9724134273,1315454.6868775394,2212.325765777363,2563.7801094434853,3518.912426625993,3477.8743103356833,3288.636717193848,1591.6690223756586,1594.2757268070159,1721.2449100521105,1656.6350357558385,1678.4669086759918,66.61943116636687,74.35343864252526,29.535802445538938,81.89672961100908,17.790642189128132,92134.48593969819,102551.20437773946,985295.4794552786,138133.67307697886,1318114.8428496951,2303.362148492455,2563.7801094434853,3518.912426625993,3453.341826924471,3295.287107124236,1488.224114825622,1594.2757268070159,1721.2449100521105,1631.4794563761789,1672.3034385023186,68.28251581024288,74.35343864252526,29.535802445538938,81.93062870225108,17.79349205175125,-3641.4553086036967,0.0,0.0,981.299336448479,-2660.155972155217,-91.03638271509243,0.0,0.0,24.532483411211974,-6.650389930388045,0.0,0.0,0.0,0.0,0.0,9.99353640728777,0.0,0.0,2.0663107896254287,0.3272370749813188
3,99.63101372952003,99.97847670770297,11.81126381177566,0.0,0.0,27.043887039258443,38.855150851034125,-0.2952815952943915,0.0,0.0,0.15093805660510531,-0.014434353868928619,0.0,0.0,0.0,0.0,0.0,0.01893185082282713,0.0,0.0,0.02290974053744986,0.0009648564840512873,115.5612574091104,0.0,0.0,38.56151629055483,154.12277369966523,-0.2548259441125076,0.0,0.0,0.39621362358722967,0.014138767947472208,0.0,0.0,0.0,0.05307709222515761,0.0,0.10721753627763128,0.0,0.0,0.033630469317117655,0.0035326468623179575,92295.71144123175,102551.20437773946,985295.4794552786,139111.15521223933,1319253.5504864885,2307.392786030794,2563.7801094434853,3518.912426625993,3477.778880305983,3298.1338762162213,1671.7588324953954,1594.2757268070159,1721.2449100521105,1656.4712670871718,1714.429832658468,67.23614386809184,74.35343864252526,29.535802445538938,81.89676049828617,17.789448984451813,93311.25412669219,102551.20437773946,985295.4794552786,137532.14861338164,1318690.0865730918,2332.7813531673055,2563.7801094434853,3518.912426625993,3438.303715334541,3296.725216432728,1501.2930953055272,1594.2757268070159,1721.2449100521105,1642.4417063395244,1672.3034385023186,68.32235569483659,74.35343864252526,29.535802445538938,81.97651401653222,17.792755668821016,-1015.5426854604459,0.0,0.0,1579.0065988576864,563.4639133972405,-25.388567136511146,0.0,0.0,39.47516497144216,1.4086597834931014,0.0,0.0,0.0,5.288124504207679,0.0,10.682191828921997,0.0,0.0,3.350637750263951,0.35196118804114634
4,99.6754126386216,100.12032426791772,26.214202403025553,0.0,0.0,18.6777124358964,44.891914838921956,0.6553550600756388,0.0,0.0,-0.301014342995709,0.03543407170799298,0.0,0.0,0.0,0.0,0.0,0.029882884726777515,0.0,0.0,0.018617324944967577,0.0012367865609817523,118.3244030462209,0.0,0.0,46.072963695031156,164.39736674125206,-0.2800526920393313,0.0,0.0,0.09519928059152065,-0.018485341144781068,0.0,0.0,0.0,0.0,0.0,0.10792131995591196,0.0,0.0,0.03790927180412193,0.0035835279195555454,89581.76797959518,102551.20437773946,985295.4794552786,139111.8588703457,1316540.310682958,2239.54419948988,2563.7801094434853,3518.912426625993,3477.7964717586415,3291.3507767073957,1605.8983997242244,1594.2757268070159,1721.2449100521105,1656.4775191282688,1678.4669086759918,66.69441398718841,74.35343864252526,29.535802445538938,81.89675549846811,17.78989636966039,90698.34268517826,102551.20437773946,985295.4794552786,138732.29776731128,1317277.324285508,2267.458567129457,2563.7801094434853,3518.912426625993,3468.307444182782,3293.1933107137675,1434.2399394385461,1594.2757268070159,1721.2449100521105,1569.8618124805973,1670.7086244672937,67.91235883314036,74.35343864252526,29.535802445538938,81.77596689756322,17.79277517274313,-1116.5747055830864,0.0,0.0,379.5611030343898,-737.0136025486963,-27.914367639577165,0.0,0.0,9.489027575859742,-1.8425340063717421,0.0,0.0,0.0,0.0,0.0,10.75710209911023,0.0,0.0,3.7786223099055163,0.3571896240837201
5,99.37008811989666,99.86117642309402,3.5427348460160744,0.0,0.0,16.654136879607183,20.196871725623257,-0.025226747926823733,0.0,0.0,0.08051282761274146,0.005528607968591773,0.0,0.0,0.0,0.0,0.0,0.009196682105111473,0.0,0.0,0.01798357922685149,0.000634865476001793,119.90578202111503,0.0,0.0,58.104485986756906,178.01026800787193,-0.11748776380950651,0.0,0.0,0.1757121082042621,0.005822434439475558,0.0,0.0,0.0,0.0633181666035117,0.0,0.1088588902496365,0.0,0.0,0.04573565914074819,0.003695308986704659,90331.62327404653,102551.20437773946,985295.4794552786,139110.6962033645,1317289.003310428,2258.290581851164,2563.7801094434853,3518.912426625993,3477.767405084112,3293.222508276071,1605.0063550005898,1594.2757268070159,1721.2449100521105,1656.5871520597998,1678.4669086759918,66.5684749665499,74.35343864252526,29.535802445538938,81.89611956852693,17.78874333157204,90798.61405175694,102551.20437773946,985295.4794552786,138412.27509632488,1317057.5729811,2269.9653512939244,2563.7801094434853,3518.912426625993,3460.3068774081216,3292.6439324527482,1429.3981989144045,1594.2757268070159,1721.2449100521105,1648.8733869885837,1672.3034385023186,67.87657754213626,74.35343864252526,29.535802445538938,82.05535220030988,17.79376023138402,-466.99077771041084,0.0,0.0,698.4211070396136,231.4303293292029,-11.674769442760269,0.0,0.0,17.460527675990342,0.5785758233230072,0.0,0.0,0.0,6.291931794981255,0.0,10.817317516740541,0.0,0.0,4.544756479037705,0.36720317963908805
6,98.90524743754183,100.46224456301157,6.502597129192992,0.0,29.461133719181397,14.904192578150212,50.86792342652459,0.1625649282298248,0.0,-0.06490627117315907,0.12390410352967561,-0.016787486645261314,0.0,0.0,0.0,0.0,0.0,0.01681156380324223,0.0,0.002636839440189458,0.017729239790900193,0.00173455164136272,136.04613923108565,0.0,29.461133719181397,67.20475210569477,232.71202505596185,0.4410120866256889,0.0,-0.06490627117315907,0.2996162117339377,0.028628440014751313,0.0,0.0,0.0,0.19876442016987006,0.0,0.11529445111933034,0.0,0.002636839440189458,0.052783239951724306,0.004276674040333806,91900.2094557339,102551.20437773946,985295.4794552786,139107.42907791346,1318854.3223666656,2297.505236393348,2563.7801094434853,3518.912426625993,3477.6857269478364,3297.135805916662,1632.9504419147797,1594.2757268070159,1721.2449100521105,1656.754062489772,1696.2799151124243,66.85782642772729,74.35343864252526,29.535802445538938,81.89627802480219,17.788399081068036,90155.47307370747,102551.20437773946,987092.9592822547,137922.0844555997,1317721.721189301,2253.8868268426872,2563.7801094434853,3525.3319974366223,3448.052111389992,3294.304302973252,1427.1146412353826,1594.2757268070159,1721.2315987941781,1648.8733869885837,1672.3034385023186,67.98300779192945,74.35343864252526,29.536713217320564,82.21800015130358,17.79628552913439,1744.7363820264168,0.0,-1797.4798269762564,1185.3446223137616,1132.6011773639218,43.6184095506604,0.0,-6.419570810629487,29.633615557844035,2.8315029434098027,0.0,0.0,0.0,19.658844158680527,0.0,11.40322621613294,0.0,0.2607972572850076,5.220539407980435,0.42298550416892683
7,99.12325040052689,100.78496229869722,24.66762778814963,0.0,30.964351342689042,18.282621879741548,73.91460101058023,0.5584998504351955,0.0,0.050366599130082144,-0.37147876673965435,0.05395872776061161,0.0,0.0,0.0,0.0,0.0,0.023696493451042695,0.0,0.0024004000704046726,0.017581125429086405,0.0017606774381152984,135.61532575461894,0.0,30.964351342689042,60.73749190710276,227.31716900441074,0.5093755485226875,0.0,0.050366599130082144,-0.07186255500571663,0.07900791874275459,0.0,0.0,0.0,-0.4387589386232964,0.0,0.11562746534162323,0.0,0.0024004000704046726,0.04885368904555142,0.004184856445841909,89960.69865453849,102551.20437773946,987092.9592822547,139110.0417667901,1318714.9040813223,2249.0174663634625,2563.7801094434853,3525.3319974366223,3477.7510441697527,3296.787260203306,1604.2851869591975,1594.2757268070159,1721.2315987941781,1656.699919606745,1678.4669086759918,66.67466980344093,74.35343864252526,29.536713217320564,81.89593507070654,17.79034881942934,87941.06025277368,102551.20437773946,985695.058997384,139394.97176816023,1315582.295396057,2198.5265063193424,2563.7801094434853,3520.339496419228,3484.874294204006,3288.955738490143,1401.6975902188183,1594.2757268070159,1721.2315987941781,1625.0590197546348,1670.7086244672937,67.91659125023237,74.35343864252526,29.488689598206506,82.10343000028416,17.770233001759696,2019.6384017648038,0.0,1397.9002848703458,-284.9300013701313,3132.6086852650196,50.49096004412009,0.0,4.992501017394092,-7.123250034253285,7.8315217131625445,0.0,0.0,0.0,-43.491212138626416,0.0,11.461370200235962,0.0,0.23793545724016474,4.842536452251672,0.41481657337144656
8,99.1057305038462,100.73775125537975,2.734538475879944,0.0,21.449641966500128,27.351355217246173,51.53553565962625,0.0683634618969986,0.0,0.004689623732897033,0.26995245178884025,0.03711432798161181,0.0,0.0,0.0,0.18856240747185982,0.0,0.00462019844329547,0.0,0.002221154699889156,0.021010558351027754,0.00147742616120326,136.49628098746848,0.0,21.449641966500128,75.15117188168415,233.09709483565277,0.47102153705121275,0.0,0.004689623732897033,0.1980898967831236,0.07019387999646155,0.0,0.0,0.0,-0.40979037291609305,0.0,0.11563956412544155,0.0,0.002221154699889156,0.05851211004473904,0.004270892027739359,89537.28916003094,102551.20437773946,985695.058997384,139110.09212777164,1316893.6446629257,2238.4322290007735,2563.7801094434853,3520.339496419228,3477.7523031942915,3292.2341116573148,1604.2340003350184,1594.2757268070159,1721.2315987941781,1656.6892761060612,1678.4669086759918,66.63755085465272,74.35343864252526,29.488689598206506,81.89594649089683,17.763006150052338,87670.05181953074,102551.20437773946,985564.9237933499,138324.81837072675,1314110.9983613468,2191.7512954882686,2563.7801094434853,3519.8747278333913,3458.120459268169,3285.277495903366,1401.6975902188183,1594.2757268070159,1730.8584675714126,1615.406294158914,1670.7086244672937,67.89199183601762,74.35343864252526,29.483836232073468,82.1307289198139,17.767565142148523,1867.237340500196,0.0,130.13520403434163,785.2737570449185,2782.6463015794566,46.68093351250489,0.0,0.4647685858369345,19.631843926122958,6.95661575394864,0.0,0.0,0.0,-40.612574261292956,0.0,11.46054347779825,0.0,0.2201291590945661,5.798885409305299,0.4232698743121621
9,99.32912052219183,101.02723806271554,1.5341604588589917,0.0,27.651038433220457,7.252930886683565,36.438129778763006,-0.03835401147147479,0.0,-0.04975021465991138,-0.019699316614480676,-0.04063048307053352,0.0,0.0,0.0,0.0,0.0,0.004273976516603653,0.0,0.0025821613485765013,0.01193535108529693,0.0015631016544842224,135.8701652510926,0.0,27.651038433220457,75.99190031655269,239.51310400086575,0.5230276644052025,0.0,-0.04975021465991138,0.17839058016864293,0.03531667419544658,0.0,0.0,0.0,-0.5014312884477363,0.0,0.11580445835772243,0.0,0.0025821613485765013,0.05873230892403756,0.0043541647073378955,89900.51374521494,102551.20437773946,985564.9237933499,139111.86217999872,1317128.504096303,2247.512843630373,2563.7801094434853,3519.8747278333913,3477.7965544999684,3292.8212602407566,1604.886662911906,1594.2757268070159,1730.8584675714126,1656.9935480834356,1683.3359545298267,66.6614381536447,74.35343864252526,29.483836232073468,81.8958803285036,17.759970781864453,87822.43862864912,102551.20437773946,986948.5844123784,138403.08700249495,1315725.314421262,2195.560965716228,2563.7801094434853,3524.8163729013504,3460.077175062373,3289.313286053154,1401.6975902188183,1594.2757268070159,1756.0829941354455,1585.3387383012819,1678.4669086759918,67.89831179159201,74.35343864252526,29.46584477858993,82.17250677715836,17.757700207068744,2078.075116565794,0.0,-1383.660619028591,708.7751775037942,1403.189675040997,51.951877914144866,0.0,-4.941645067959254,17.719379437594856,3.507974187602495,0.0,0.0,0.0,-49.806728883823126,0.0,11.502755001221358,0.0,0.25648381580050067,5.833828591662329,0.43249535098863995
10,98.52062405428757,101.32347028279138,2.0802450941595936,0.0,30.89041054063727,17.836342395405154,50.806998030202024,0.05200612735398984,0.0,-0.028734627841279062,-0.008692129256252932,-0.01578283967912165,0.0,0.0,0.0,0.0,0.0,0.004279529863011013,0.0,0.0025402177852864916,0.019798799371366724,0.0016173297066445081,152.02364317919512,0.0,30.89041054063727,77.29042129317808,260.20447501301044,1.1478103502037857,0.0,-0.028734627841279062,0.16969845091239,0.11163664062272223,0.0,0.0,0.0,0.10232163844044156,0.0,0.12300072463713499,0.0,0.0025402177852864916,0.058586384211775124,0.004595957078485941,92140.81126370853,102551.20437773946,986948.5844123784,139106.09305383975,1320746.6931076655,2303.5202815927137,2563.7801094434853,3524.8163729013504,3477.6523263459944,3301.8667327691646,1625.9671444176904,1594.2757268070159,1756.0829941354455,1655.7918292282568,1716.967087268487,66.939355595812,74.35343864252526,29.46584477858993,81.89645823120205,17.749015730111797,87617.49158378663,102551.20437773946,987741.2513831077,138437.34116244238,1316347.288507077,2190.4372895946663,2563.7801094434853,3527.647326368241,3460.9335290610597,3290.86822126769,1401.6975902188183,1594.2757268070159,1779.5866198018962,1585.3387383012819,1683.3359545298267,67.8832513836079,74.35343864252526,29.46518133336672,82.20930872909989,17.757801832069987,4523.319679921893,0.0,-792.6669707293454,668.7518913973821,4399.404600589928,113.08299199804733,0.0,-2.830953466890519,16.718797284934553,10.998511501474825,0.0,0.0,0.0,10.080791673409482,0.0,12.118108150380124,0.0,0.2502638414402254,5.771967133628345,0.4527965594991552
